Drug Reaction,stop irritation,consult nearest hospital,stop taking drug,follow up
Septic Stomach Inflammation,மருத்துவரை அணுகவும்,ஓய்வு,திரவங்களை குடிக்கவும்,மருந்து
Mild Thyroid Tumor,மருத்துவரை அணுகவும்,ஓய்வு,திரவங்களை குடிக்கவும்,மருந்து
Allergic Kidney Calculus,மருத்துவரை அணுகவும்,ஓய்வு,திரவங்களை குடிக்கவும்,மருந்து
Metabolic Ear Tumor,மருத்துவரை அணுகவும்,ஓய்வு,திரவங்களை குடிக்கவும்,மருந்து
Bacterial Blood Calculus,மருத்துவரை அணுகவும்,ஓய்வு,திரவங்களை குடிக்கவும்,மருந்து
Chronic Kidney Syndrome,மருத்துவரை அணுகவும்,ஓய்வு,திரவங்களை குடிக்கவும்,மருந்து
Autoimmune Nerve Pain,மருத்துவரை அணுகவும்,ஓய்வு,திரவங்களை குடிக்கவும்,மருந்து
Severe Liver Disorder,மருத்துவரை அணுகவும்,ஓய்வு,திரவங்களை குடிக்கவும்,மருந்து
Mild Liver Inflammation,மருத்துவரை அணுகவும்,ஓய்வு,திரவங்களை குடிக்கவும்,மருந்து
Severe Bone Infection,மருத்துவரை அணுகவும்,ஓய்வு,திரவங்களை குடிக்கவும்,மருந்து
Hereditary Nerve Tumor,மருத்துவரை அணுகவும்,ஓய்வு,திரவங்களை குடிக்கவும்,மருந்து
Acute Heart Congestion,மருத்துவரை அணுகவும்,ஓய்வு,திரவங்களை குடிக்கவும்,மருந்து
Hereditary Ear Syndrome,மருத்துவரை அணுகவும்,ஓய்வு,திரவங்களை குடிக்கவும்,மருந்து
Bacterial Muscle Congestion,மருத்துவரை அணுகவும்,ஓய்வு,திரவங்களை குடிக்கவும்,மருந்து
Metabolic Kidney Pain,மருத்துவரை அணுகவும்,ஓய்வு,திரவங்களை குடிக்கவும்,மருந்து
Severe Nerve Disorder,மருத்துவரை அணுகவும்,ஓய்வு,திரவங்களை குடிக்கவும்,மருந்து
