Drug Reaction,stop irritation,consult nearest hospital,stop taking drug,follow up
Hereditary Ear Syndrome,डॉक्टर से सलाह लें,आराम,तरल पदार्थ पीना,दवाई
Bacterial Muscle Congestion,डॉक्टर से सलाह लें,आराम,तरल पदार्थ पीना,दवाई
Metabolic Kidney Pain,डॉक्टर से सलाह लें,आराम,तरल पदार्थ पीना,दवाई
Severe Nerve Disorder,डॉक्टर से सलाह लें,आराम,तरल पदार्थ पीना,दवाई
Mild Throat Syndrome,डॉक्टर से सलाह लें,आराम,तरल पदार्थ पीना,दवाई
Mild Bone Dysfunction,डॉक्टर से सलाह लें,आराम,तरल पदार्थ पीना,दवाई
Metabolic Heart Dysfunction,डॉक्टर से सलाह लें,आराम,तरल पदार्थ पीना,दवाई
Mild Liver Pain,डॉक्टर से सलाह लें,आराम,तरल पदार्थ पीना,दवाई
Mild Muscle Failure,डॉक्टर से सलाह लें,आराम,तरल पदार्थ पीना,दवाई
Severe Thyroid Syndrome,डॉक्टर से सलाह लें,आराम,तरल पदार्थ पीना,दवाई
Fungal Stomach Inflammation,डॉक्टर से सलाह लें,आराम,तरल पदार्थ पीना,दवाई
Mild Skin Dysfunction,डॉक्टर से सलाह लें,आराम,तरल पदार्थ पीना,दवाई
Chronic Muscle Inflammation,डॉक्टर से सलाह लें,आराम,तरल पदार्थ पीना,दवाई
Idiopathic Intestine Tumor,डॉक्टर से सलाह लें,आराम,तरल पदार्थ पीना,दवाई
Idiopathic Skin Tumor,डॉक्टर से सलाह लें,आराम,तरल पदार्थ पीना,दवाई
Mild Eye Calculus,डॉक्टर से सलाह लें,आराम,तरल पदार्थ पीना,दवाई
Autoimmune Stomach Dysfunction,डॉक्टर से सलाह लें,आराम,तरल पदार्थ पीना,दवाई
Chronic Thyroid Inflammation,डॉक्टर से सलाह लें,आराम,तरल पदार्थ पीना,दवाई
Viral Throat Inflammation,डॉक्टर से सलाह लें,आराम,तरल पदार्थ पीना,दवाई
Bacterial Bone Calculus,डॉक्टर से सलाह लें,आराम,तरल पदार्थ पीना,दवाई
Metabolic Lung Disease,डॉक्टर से सलाह लें,आराम,तरल पदार्थ पीना,दवाई
Idiopathic Ear Calculus,डॉक्टर से सलाह लें,आराम,तरल पदार्थ पीना,दवाई
Traumatic Intestine Degeneration,डॉक्टर से सलाह लें,आराम,तरल पदार्थ पीना,दवाई
Traumatic Joint Tumor,डॉक्टर से सलाह लें,आराम,तरल पदार्थ पीना,दवाई
Acute Kidney Disease,डॉक्टर से सलाह लें,आराम,तरल पदार्थ पीना,दवाई
Acute Eye Failure,डॉक्टर से सलाह लें,आराम,तरल पदार्थ पीना,दवाई
Viral Brain Degeneration,डॉक्टर से सलाह लें,आराम,तरल पदार्थ पीना,दवाई
Allergic Ear Pain,डॉक्टर से सलाह लें,आराम,तरल पदार्थ पीना,दवाई
Septic Throat Damage,डॉक्टर से सलाह लें,आराम,तरल पदार्थ पीना,दवाई
Mild Throat Tumor,डॉक्टर से सलाह लें,आराम,तरल पदार्थ पीना,दवाई
Autoimmune Kidney Damage,डॉक्टर से सलाह लें,आराम,तरल पदार्थ पीना,दवाई
Fungal Brain Failure,डॉक्टर से सलाह लें,आराम,तरल पदार्थ पीना,दवाई
Traumatic Liver Pain,डॉक्टर से सलाह लें,आराम,तरल पदार्थ पीना,दवाई
Autoimmune Joint Tumor,डॉक्टर से सलाह लें,आराम,तरल पदार्थ पीना,दवाई
Idiopathic Kidney Damage,डॉक्टर से सलाह लें,आराम,तरल पदार्थ पीना,दवाई
Autoimmune Joint Damage,डॉक्टर से सलाह लें,आराम,तरल पदार्थ पीना,दवाई
Metabolic Liver Syndrome,डॉक्टर से सलाह लें,आराम,तरल पदार्थ पीना,दवाई
Traumatic Liver Tumor,डॉक्टर से सलाह लें,आराम,तरल पदार्थ पीना,दवाई
Bacterial Liver Infection,डॉक्टर से सलाह लें,आराम,तरल पदार्थ पीना,दवाई
